nome,estado,cidade,lat,lon,plano,mensalidade
Bernardo Novais,MG,Belo Horizonte,-19.9167,-43.9345,100MB,99
Júlia Ferreira,SP,São Paulo,-23.5505,-46.6333,300MB,129
Vinícius Araújo,SP,São Paulo,-23.5505,-46.6333,500MB,159
Bryan Pastor,PE,Recife,-8.0476,-34.877,1GB,199
Ayla Ferreira,SP,São Paulo,-23.5505,-46.6333,1GB,199
Clarice Barros,PR,Curitiba,-25.4284,-49.2733,300MB,129
Srta. Alana Cassiano,PR,Curitiba,-25.4284,-49.2733,100MB,99
Benjamim Ferreira,PE,Recife,-8.0476,-34.877,1GB,199
Théo Fogaça,PR,Curitiba,-25.4284,-49.2733,1GB,199
Heloísa Nunes,PR,Curitiba,-25.4284,-49.2733,100MB,99
Lucas Gabriel da Paz,SP,São Paulo,-23.5505,-46.6333,1GB,199
Raquel Ribeiro,PR,Curitiba,-25.4284,-49.2733,1GB,199
Fernanda Gonçalves,RJ,Rio de Janeiro,-22.9068,-43.1729,500MB,159
Diogo Barbosa,CE,Fortaleza,-3.7319,-38.5267,1GB,199
Sr. Yuri Nunes,PE,Recife,-8.0476,-34.877,1GB,199
Ayla Fonseca,PR,Curitiba,-25.4284,-49.2733,100MB,99
Marcelo Barbosa,RJ,Rio de Janeiro,-22.9068,-43.1729,1GB,199
José Alves,SP,São Paulo,-23.5505,-46.6333,100MB,99
Srta. Ayla da Rocha,PR,Curitiba,-25.4284,-49.2733,300MB,129
Mirella Siqueira,MG,Belo Horizonte,-19.9167,-43.9345,300MB,129
Srta. Maria Júlia Pires,SP,São Paulo,-23.5505,-46.6333,100MB,99
Ana Lívia Dias,BA,Salvador,-12.9714,-38.5014,100MB,99
Vitor Novais,RJ,Rio de Janeiro,-22.9068,-43.1729,300MB,129
Antonella Correia,PR,Curitiba,-25.4284,-49.2733,500MB,159
Maria Alice Moraes,RJ,Rio de Janeiro,-22.9068,-43.1729,500MB,159
Fernanda Fernandes,SP,São Paulo,-23.5505,-46.6333,100MB,99
Dr. Raul Fogaça,RJ,Rio de Janeiro,-22.9068,-43.1729,300MB,129
Matteo Siqueira,MG,Belo Horizonte,-19.9167,-43.9345,500MB,159
Antônio Castro,CE,Fortaleza,-3.7319,-38.5267,500MB,159
Dr. Pedro Lucas Rocha,BA,Salvador,-12.9714,-38.5014,100MB,99
Diego Nascimento,RJ,Rio de Janeiro,-22.9068,-43.1729,1GB,199
Kaique da Rocha,RJ,Rio de Janeiro,-22.9068,-43.1729,500MB,159
Raquel Barbosa,RJ,Rio de Janeiro,-22.9068,-43.1729,500MB,159
Alana Sousa,BA,Salvador,-12.9714,-38.5014,100MB,99
Raul Gonçalves,PE,Recife,-8.0476,-34.877,100MB,99
Srta. Fernanda Câmara,PR,Curitiba,-25.4284,-49.2733,100MB,99
Noah Costa,SP,São Paulo,-23.5505,-46.6333,500MB,159
Esther da Rosa,SP,São Paulo,-23.5505,-46.6333,500MB,159
Liz Ribeiro,MG,Belo Horizonte,-19.9167,-43.9345,1GB,199
Ana Laura Montenegro,PR,Curitiba,-25.4284,-49.2733,1GB,199
Ryan Barros,CE,Fortaleza,-3.7319,-38.5267,300MB,129
Diogo Borges,BA,Salvador,-12.9714,-38.5014,100MB,99
Caleb Silva,BA,Salvador,-12.9714,-38.5014,500MB,159
Maria Vitória Nogueira,PE,Recife,-8.0476,-34.877,300MB,129
Vitória Mendonça,BA,Salvador,-12.9714,-38.5014,100MB,99
Júlia Freitas,SP,São Paulo,-23.5505,-46.6333,100MB,99
Erick Mendonça,RJ,Rio de Janeiro,-22.9068,-43.1729,1GB,199
Alexandre Ribeiro,CE,Fortaleza,-3.7319,-38.5267,500MB,159
Gabriel Peixoto,CE,Fortaleza,-3.7319,-38.5267,100MB,99
Anthony Gabriel Sá,BA,Salvador,-12.9714,-38.5014,1GB,199
Bárbara Vasconcelos,BA,Salvador,-12.9714,-38.5014,300MB,129
Giovanna Almeida,PE,Recife,-8.0476,-34.877,300MB,129
Eduarda Barros,RJ,Rio de Janeiro,-22.9068,-43.1729,100MB,99
Joana Ferreira,PR,Curitiba,-25.4284,-49.2733,500MB,159
Vicente da Mata,RJ,Rio de Janeiro,-22.9068,-43.1729,1GB,199
Sarah Dias,RJ,Rio de Janeiro,-22.9068,-43.1729,100MB,99
Pedro Henrique Borges,RJ,Rio de Janeiro,-22.9068,-43.1729,1GB,199
Sra. Luiza Lima,MG,Belo Horizonte,-19.9167,-43.9345,300MB,129
Kaique Cunha,MG,Belo Horizonte,-19.9167,-43.9345,100MB,99
Bárbara Nogueira,BA,Salvador,-12.9714,-38.5014,300MB,129
Isaac Carvalho,RJ,Rio de Janeiro,-22.9068,-43.1729,500MB,159
Helena Gonçalves,BA,Salvador,-12.9714,-38.5014,500MB,159
Maria Isis Leão,BA,Salvador,-12.9714,-38.5014,500MB,159
Enrico Melo,MG,Belo Horizonte,-19.9167,-43.9345,100MB,99
Gabrielly Nogueira,MG,Belo Horizonte,-19.9167,-43.9345,1GB,199
Dra. Rafaela Sá,CE,Fortaleza,-3.7319,-38.5267,100MB,99
Heitor Fernandes,RJ,Rio de Janeiro,-22.9068,-43.1729,1GB,199
Clara Ribeiro,PR,Curitiba,-25.4284,-49.2733,1GB,199
Lorena Cavalcanti,BA,Salvador,-12.9714,-38.5014,300MB,129
Maya Fonseca,RJ,Rio de Janeiro,-22.9068,-43.1729,1GB,199
Pedro Miguel Nogueira,PR,Curitiba,-25.4284,-49.2733,500MB,159
Benicio Andrade,PE,Recife,-8.0476,-34.877,100MB,99
Davi Miguel da Cruz,PR,Curitiba,-25.4284,-49.2733,100MB,99
Eduarda Oliveira,SP,São Paulo,-23.5505,-46.6333,1GB,199
Calebe Brito,RJ,Rio de Janeiro,-22.9068,-43.1729,500MB,159
Dra. Isabella Nogueira,SP,São Paulo,-23.5505,-46.6333,1GB,199
Maria Alice Carvalho,PE,Recife,-8.0476,-34.877,500MB,159
Sr. Eduardo Rios,PE,Recife,-8.0476,-34.877,300MB,129
Vinicius Aragão,CE,Fortaleza,-3.7319,-38.5267,500MB,159
Sra. Lorena Montenegro,PE,Recife,-8.0476,-34.877,300MB,129
Maya Gonçalves,PR,Curitiba,-25.4284,-49.2733,100MB,99
João Lucas Rezende,BA,Salvador,-12.9714,-38.5014,300MB,129
Bernardo Rios,BA,Salvador,-12.9714,-38.5014,1GB,199
Dr. Theodoro Nogueira,BA,Salvador,-12.9714,-38.5014,300MB,129
Mirella Mendonça,SP,São Paulo,-23.5505,-46.6333,500MB,159
Luiz Henrique Garcia,MG,Belo Horizonte,-19.9167,-43.9345,100MB,99
Juliana Casa Grande,RJ,Rio de Janeiro,-22.9068,-43.1729,100MB,99
Dante Pinto,RJ,Rio de Janeiro,-22.9068,-43.1729,300MB,129
Nicolas Sá,PR,Curitiba,-25.4284,-49.2733,500MB,159
Heitor das Neves,CE,Fortaleza,-3.7319,-38.5267,300MB,129
Fernanda Nascimento,CE,Fortaleza,-3.7319,-38.5267,100MB,99
Thales Farias,SP,São Paulo,-23.5505,-46.6333,100MB,99
Matheus Mendes,BA,Salvador,-12.9714,-38.5014,300MB,129
Théo Fernandes,PE,Recife,-8.0476,-34.877,100MB,99
Bernardo Monteiro,SP,São Paulo,-23.5505,-46.6333,100MB,99
Maria Julia Nogueira,SP,São Paulo,-23.5505,-46.6333,300MB,129
Cecília Novais,PE,Recife,-8.0476,-34.877,500MB,159
João Pedro Aparecida,SP,São Paulo,-23.5505,-46.6333,1GB,199
Otto Aparecida,PE,Recife,-8.0476,-34.877,500MB,159
Alice Barbosa,RJ,Rio de Janeiro,-22.9068,-43.1729,100MB,99
Lunna Peixoto,RJ,Rio de Janeiro,-22.9068,-43.1729,1GB,199
Dra. Heloisa Ramos,CE,Fortaleza,-3.7319,-38.5267,1GB,199
Vitor Abreu,RJ,Rio de Janeiro,-22.9068,-43.1729,100MB,99
José Miguel Cunha,MG,Belo Horizonte,-19.9167,-43.9345,500MB,159
Giovanna Rios,CE,Fortaleza,-3.7319,-38.5267,500MB,159
Amanda Gonçalves,BA,Salvador,-12.9714,-38.5014,300MB,129
Liam Cassiano,SP,São Paulo,-23.5505,-46.6333,300MB,129
Maria Isis Machado,PE,Recife,-8.0476,-34.877,1GB,199
Juan Andrade,MG,Belo Horizonte,-19.9167,-43.9345,1GB,199
Rebeca da Mata,CE,Fortaleza,-3.7319,-38.5267,300MB,129
Sr. Davi Miguel Vieira,MG,Belo Horizonte,-19.9167,-43.9345,1GB,199
Marina Rodrigues,MG,Belo Horizonte,-19.9167,-43.9345,500MB,159
Danilo Melo,SP,São Paulo,-23.5505,-46.6333,500MB,159
Ana Beatriz Montenegro,BA,Salvador,-12.9714,-38.5014,1GB,199
Benjamin Rios,MG,Belo Horizonte,-19.9167,-43.9345,500MB,159
Heloisa Caldeira,SP,São Paulo,-23.5505,-46.6333,1GB,199
Caroline Mendes,MG,Belo Horizonte,-19.9167,-43.9345,300MB,129
Gael Alves,PR,Curitiba,-25.4284,-49.2733,100MB,99
Isabela Moraes,MG,Belo Horizonte,-19.9167,-43.9345,300MB,129
Benicio Silveira,MG,Belo Horizonte,-19.9167,-43.9345,1GB,199
Valentim Pastor,PR,Curitiba,-25.4284,-49.2733,500MB,159
Dra. Alice Mendonça,CE,Fortaleza,-3.7319,-38.5267,1GB,199
Thiago Sá,BA,Salvador,-12.9714,-38.5014,300MB,129
Dr. Luiz Miguel Sampaio,PE,Recife,-8.0476,-34.877,300MB,129
Eloá Siqueira,PR,Curitiba,-25.4284,-49.2733,500MB,159
Dr. Pietro Lima,MG,Belo Horizonte,-19.9167,-43.9345,1GB,199
Evelyn Jesus,PR,Curitiba,-25.4284,-49.2733,100MB,99
Maria Luísa Moraes,RJ,Rio de Janeiro,-22.9068,-43.1729,100MB,99
Murilo Novais,RJ,Rio de Janeiro,-22.9068,-43.1729,300MB,129
Dr. Vitor da Paz,SP,São Paulo,-23.5505,-46.6333,1GB,199
Sra. Sara Rodrigues,RJ,Rio de Janeiro,-22.9068,-43.1729,1GB,199
Murilo Santos,SP,São Paulo,-23.5505,-46.6333,500MB,159
Igor Moura,RJ,Rio de Janeiro,-22.9068,-43.1729,1GB,199
Olivia Moreira,BA,Salvador,-12.9714,-38.5014,1GB,199
Ana Lívia Sampaio,RJ,Rio de Janeiro,-22.9068,-43.1729,1GB,199
Nicolas Sampaio,PR,Curitiba,-25.4284,-49.2733,300MB,129
Nicolas da Rocha,PR,Curitiba,-25.4284,-49.2733,500MB,159
Srta. Maysa Cavalcanti,RJ,Rio de Janeiro,-22.9068,-43.1729,1GB,199
Nicole Souza,PR,Curitiba,-25.4284,-49.2733,1GB,199
Breno Vasconcelos,MG,Belo Horizonte,-19.9167,-43.9345,300MB,129
Fernando da Conceição,PR,Curitiba,-25.4284,-49.2733,1GB,199
Sarah Mendonça,CE,Fortaleza,-3.7319,-38.5267,500MB,159
Melissa da Mota,RJ,Rio de Janeiro,-22.9068,-43.1729,300MB,129
Sr. João Gabriel Aragão,MG,Belo Horizonte,-19.9167,-43.9345,500MB,159
Daniel Abreu,MG,Belo Horizonte,-19.9167,-43.9345,100MB,99
Antônio Novais,CE,Fortaleza,-3.7319,-38.5267,100MB,99
Henrique Garcia,RJ,Rio de Janeiro,-22.9068,-43.1729,100MB,99
Rodrigo Pimenta,MG,Belo Horizonte,-19.9167,-43.9345,300MB,129
Bruno Gonçalves,SP,São Paulo,-23.5505,-46.6333,100MB,99
Thales Cavalcante,PR,Curitiba,-25.4284,-49.2733,1GB,199
Luiz Otávio Azevedo,BA,Salvador,-12.9714,-38.5014,1GB,199
Jade Carvalho,CE,Fortaleza,-3.7319,-38.5267,500MB,159
Mariana Monteiro,RJ,Rio de Janeiro,-22.9068,-43.1729,100MB,99
Dr. Vitor Hugo Alves,PE,Recife,-8.0476,-34.877,100MB,99
Enzo Fogaça,CE,Fortaleza,-3.7319,-38.5267,100MB,99
Maria Liz Santos,CE,Fortaleza,-3.7319,-38.5267,300MB,129
Dr. Leandro Moraes,PR,Curitiba,-25.4284,-49.2733,100MB,99
Pedro Lucas Araújo,MG,Belo Horizonte,-19.9167,-43.9345,300MB,129
Dra. Ana Laura Vasconcelos,PR,Curitiba,-25.4284,-49.2733,1GB,199
Ana Lívia da Rosa,PR,Curitiba,-25.4284,-49.2733,100MB,99
Dom Moura,BA,Salvador,-12.9714,-38.5014,1GB,199
Sra. Manuela Câmara,RJ,Rio de Janeiro,-22.9068,-43.1729,500MB,159
Isadora Alves,MG,Belo Horizonte,-19.9167,-43.9345,300MB,129
Bárbara Monteiro,SP,São Paulo,-23.5505,-46.6333,300MB,129
Ana Sophia Novais,RJ,Rio de Janeiro,-22.9068,-43.1729,100MB,99
Antônio da Rosa,BA,Salvador,-12.9714,-38.5014,500MB,159
Daniel Fonseca,PE,Recife,-8.0476,-34.877,500MB,159
Sra. Valentina Araújo,RJ,Rio de Janeiro,-22.9068,-43.1729,500MB,159
Clara Mendonça,RJ,Rio de Janeiro,-22.9068,-43.1729,300MB,129
Vitor Hugo Leão,BA,Salvador,-12.9714,-38.5014,500MB,159
Bento Alves,PR,Curitiba,-25.4284,-49.2733,500MB,159
Emanuella Lopes,CE,Fortaleza,-3.7319,-38.5267,100MB,99
Dr. Bruno Mendes,PE,Recife,-8.0476,-34.877,500MB,159
José Pedro Rodrigues,CE,Fortaleza,-3.7319,-38.5267,1GB,199
Marcelo Machado,BA,Salvador,-12.9714,-38.5014,300MB,129
Ana Liz Costa,MG,Belo Horizonte,-19.9167,-43.9345,500MB,159
Rebeca das Neves,BA,Salvador,-12.9714,-38.5014,500MB,159
Enzo Moreira,MG,Belo Horizonte,-19.9167,-43.9345,500MB,159
Clara Cunha,RJ,Rio de Janeiro,-22.9068,-43.1729,300MB,129
Srta. Isabella das Neves,BA,Salvador,-12.9714,-38.5014,500MB,159
Murilo Vargas,RJ,Rio de Janeiro,-22.9068,-43.1729,100MB,99
Ravy da Rocha,BA,Salvador,-12.9714,-38.5014,100MB,99
João Pedro Freitas,MG,Belo Horizonte,-19.9167,-43.9345,100MB,99
Bento Leão,PE,Recife,-8.0476,-34.877,100MB,99
Brayan Camargo,CE,Fortaleza,-3.7319,-38.5267,500MB,159
Zoe Fogaça,MG,Belo Horizonte,-19.9167,-43.9345,100MB,99
Lucas Duarte,BA,Salvador,-12.9714,-38.5014,300MB,129
Thomas Câmara,PE,Recife,-8.0476,-34.877,1GB,199
Maria Sophia Cavalcanti,PE,Recife,-8.0476,-34.877,100MB,99
Yuri Moura,PR,Curitiba,-25.4284,-49.2733,1GB,199
Diogo Marques,CE,Fortaleza,-3.7319,-38.5267,100MB,99
Ísis Campos,CE,Fortaleza,-3.7319,-38.5267,500MB,159
Vitor Hugo Barros,BA,Salvador,-12.9714,-38.5014,100MB,99
Luara Abreu,BA,Salvador,-12.9714,-38.5014,500MB,159
Maya Camargo,MG,Belo Horizonte,-19.9167,-43.9345,500MB,159
Bento Dias,SP,São Paulo,-23.5505,-46.6333,300MB,129
Calebe Sampaio,PE,Recife,-8.0476,-34.877,100MB,99
Maria Luiza Sá,PE,Recife,-8.0476,-34.877,500MB,159
Lara Porto,MG,Belo Horizonte,-19.9167,-43.9345,300MB,129
Dr. Leandro Cunha,PE,Recife,-8.0476,-34.877,500MB,159
Luan Campos,MG,Belo Horizonte,-19.9167,-43.9345,300MB,129
Caleb da Mota,PE,Recife,-8.0476,-34.877,500MB,159
Oliver da Rosa,MG,Belo Horizonte,-19.9167,-43.9345,1GB,199
Rhavi da Rocha,RJ,Rio de Janeiro,-22.9068,-43.1729,100MB,99
Maria Cecília Cirino,RJ,Rio de Janeiro,-22.9068,-43.1729,1GB,199
Emanuella da Cruz,BA,Salvador,-12.9714,-38.5014,1GB,199
Luiz Henrique Andrade,MG,Belo Horizonte,-19.9167,-43.9345,500MB,159
Srta. Laís Garcia,RJ,Rio de Janeiro,-22.9068,-43.1729,100MB,99
Dr. Liam Ferreira,RJ,Rio de Janeiro,-22.9068,-43.1729,300MB,129
Davi Freitas,PR,Curitiba,-25.4284,-49.2733,100MB,99
Manuela Silveira,PE,Recife,-8.0476,-34.877,100MB,99
Nina Nogueira,BA,Salvador,-12.9714,-38.5014,300MB,129
Oliver Nascimento,PR,Curitiba,-25.4284,-49.2733,500MB,159
Maria Sophia Viana,CE,Fortaleza,-3.7319,-38.5267,500MB,159
Maria Julia Santos,PE,Recife,-8.0476,-34.877,500MB,159
Juan Almeida,SP,São Paulo,-23.5505,-46.6333,300MB,129
Heitor Pacheco,MG,Belo Horizonte,-19.9167,-43.9345,1GB,199
Alexandre Mendonça,PE,Recife,-8.0476,-34.877,300MB,129
Lucas Gabriel Pinto,RJ,Rio de Janeiro,-22.9068,-43.1729,500MB,159
Caleb Castro,CE,Fortaleza,-3.7319,-38.5267,1GB,199
Julia Moreira,PR,Curitiba,-25.4284,-49.2733,100MB,99
Sara Guerra,PE,Recife,-8.0476,-34.877,100MB,99
Dra. Ana Lívia Teixeira,PR,Curitiba,-25.4284,-49.2733,100MB,99
Maria Luísa Santos,PE,Recife,-8.0476,-34.877,500MB,159
Luiz Fernando Montenegro,CE,Fortaleza,-3.7319,-38.5267,500MB,159
Isabela Cassiano,BA,Salvador,-12.9714,-38.5014,500MB,159
Caleb Dias,PE,Recife,-8.0476,-34.877,300MB,129
Leandro da Cunha,PR,Curitiba,-25.4284,-49.2733,100MB,99
Lorenzo Jesus,SP,São Paulo,-23.5505,-46.6333,1GB,199
Antonella Castro,BA,Salvador,-12.9714,-38.5014,500MB,159
Vitor Gabriel Sá,PR,Curitiba,-25.4284,-49.2733,300MB,129
Noah Cirino,RJ,Rio de Janeiro,-22.9068,-43.1729,100MB,99
Sr. Benjamim Sousa,RJ,Rio de Janeiro,-22.9068,-43.1729,300MB,129
Dr. Luiz Otávio Borges,PR,Curitiba,-25.4284,-49.2733,100MB,99
Dr. Davi Luiz das Neves,RJ,Rio de Janeiro,-22.9068,-43.1729,300MB,129
Lorenzo Ramos,BA,Salvador,-12.9714,-38.5014,100MB,99
Alana Porto,SP,São Paulo,-23.5505,-46.6333,500MB,159
Mirella Sampaio,PE,Recife,-8.0476,-34.877,300MB,129
Eloá Costela,RJ,Rio de Janeiro,-22.9068,-43.1729,300MB,129
Amanda Duarte,MG,Belo Horizonte,-19.9167,-43.9345,300MB,129
Pedro Lucas Aparecida,RJ,Rio de Janeiro,-22.9068,-43.1729,100MB,99
João Vitor Cardoso,MG,Belo Horizonte,-19.9167,-43.9345,1GB,199
Yago Pires,PE,Recife,-8.0476,-34.877,1GB,199
Maya da Mata,CE,Fortaleza,-3.7319,-38.5267,100MB,99
Lara Novais,PR,Curitiba,-25.4284,-49.2733,100MB,99
Otávio Cardoso,RJ,Rio de Janeiro,-22.9068,-43.1729,100MB,99
Ian Guerra,PE,Recife,-8.0476,-34.877,500MB,159
Daniel Araújo,RJ,Rio de Janeiro,-22.9068,-43.1729,1GB,199
Anthony Gabriel Sampaio,MG,Belo Horizonte,-19.9167,-43.9345,100MB,99
Melissa Gonçalves,BA,Salvador,-12.9714,-38.5014,500MB,159
Vicente Sampaio,PR,Curitiba,-25.4284,-49.2733,1GB,199
Elisa Vargas,PE,Recife,-8.0476,-34.877,500MB,159
José Pedro Pires,PE,Recife,-8.0476,-34.877,300MB,129
João Miguel Cunha,PE,Recife,-8.0476,-34.877,500MB,159
Theo Freitas,MG,Belo Horizonte,-19.9167,-43.9345,1GB,199
Guilherme Freitas,MG,Belo Horizonte,-19.9167,-43.9345,1GB,199
Rodrigo Pastor,PR,Curitiba,-25.4284,-49.2733,300MB,129
Sr. Benjamim da Paz,RJ,Rio de Janeiro,-22.9068,-43.1729,300MB,129
Sr. Thiago Pires,CE,Fortaleza,-3.7319,-38.5267,1GB,199
Gael da Costa,RJ,Rio de Janeiro,-22.9068,-43.1729,500MB,159
Maysa Gomes,RJ,Rio de Janeiro,-22.9068,-43.1729,500MB,159
Davi Miguel Campos,MG,Belo Horizonte,-19.9167,-43.9345,100MB,99
Dr. Luiz Gustavo Castro,RJ,Rio de Janeiro,-22.9068,-43.1729,500MB,159
Srta. Eloah Castro,RJ,Rio de Janeiro,-22.9068,-43.1729,500MB,159
Carolina Cavalcante,BA,Salvador,-12.9714,-38.5014,300MB,129
Raul Peixoto,SP,São Paulo,-23.5505,-46.6333,500MB,159
Brenda Aparecida,PE,Recife,-8.0476,-34.877,500MB,159
Maria Fernanda Cunha,MG,Belo Horizonte,-19.9167,-43.9345,100MB,99
Sophie da Conceição,PR,Curitiba,-25.4284,-49.2733,500MB,159
Daniel Souza,BA,Salvador,-12.9714,-38.5014,300MB,129
Otávio Pires,CE,Fortaleza,-3.7319,-38.5267,300MB,129
Ravi Lucca Machado,BA,Salvador,-12.9714,-38.5014,500MB,159
Rael Nascimento,SP,São Paulo,-23.5505,-46.6333,100MB,99
Sra. Maria Laura Silveira,MG,Belo Horizonte,-19.9167,-43.9345,1GB,199
Calebe Teixeira,RJ,Rio de Janeiro,-22.9068,-43.1729,100MB,99
Samuel Pacheco,BA,Salvador,-12.9714,-38.5014,1GB,199
Stephany Vargas,PR,Curitiba,-25.4284,-49.2733,300MB,129
Luan Almeida,CE,Fortaleza,-3.7319,-38.5267,1GB,199
Levi da Conceição,BA,Salvador,-12.9714,-38.5014,100MB,99
Pedro Lucas Fernandes,PE,Recife,-8.0476,-34.877,300MB,129
Elisa Machado,MG,Belo Horizonte,-19.9167,-43.9345,500MB,159
Sr. Arthur Gabriel Nascimento,BA,Salvador,-12.9714,-38.5014,100MB,99
João Vitor Cunha,BA,Salvador,-12.9714,-38.5014,300MB,129
Juliana Casa Grande,PE,Recife,-8.0476,-34.877,100MB,99
Breno Machado,RJ,Rio de Janeiro,-22.9068,-43.1729,500MB,159
Dr. Davi Lucca Sousa,BA,Salvador,-12.9714,-38.5014,1GB,199
Srta. Heloísa Barros,RJ,Rio de Janeiro,-22.9068,-43.1729,100MB,99
Srta. Maria Luísa Pires,BA,Salvador,-12.9714,-38.5014,100MB,99
Luiza da Rosa,CE,Fortaleza,-3.7319,-38.5267,1GB,199
Beatriz Cardoso,SP,São Paulo,-23.5505,-46.6333,1GB,199
Maria Flor Moura,SP,São Paulo,-23.5505,-46.6333,100MB,99
Dr. Apollo Pires,CE,Fortaleza,-3.7319,-38.5267,500MB,159
Srta. Ana Carolina Cassiano,SP,São Paulo,-23.5505,-46.6333,100MB,99
Ryan Camargo,PE,Recife,-8.0476,-34.877,300MB,129
André Sampaio,PE,Recife,-8.0476,-34.877,300MB,129
Bianca Cirino,PR,Curitiba,-25.4284,-49.2733,1GB,199
Erick Marques,SP,São Paulo,-23.5505,-46.6333,300MB,129
Julia Araújo,MG,Belo Horizonte,-19.9167,-43.9345,300MB,129
Arthur Gabriel Lopes,BA,Salvador,-12.9714,-38.5014,1GB,199
Isabel Costa,SP,São Paulo,-23.5505,-46.6333,100MB,99
Ana Carolina Gomes,PR,Curitiba,-25.4284,-49.2733,300MB,129
Beatriz Sá,PR,Curitiba,-25.4284,-49.2733,1GB,199
Pedro Lucas Nascimento,MG,Belo Horizonte,-19.9167,-43.9345,1GB,199
Sra. Ana Cecília Machado,SP,São Paulo,-23.5505,-46.6333,500MB,159
Daniela Lima,RJ,Rio de Janeiro,-22.9068,-43.1729,1GB,199
Dra. Lavínia Cirino,RJ,Rio de Janeiro,-22.9068,-43.1729,1GB,199
Léo Fernandes,SP,São Paulo,-23.5505,-46.6333,1GB,199
Dra. Sarah Peixoto,PR,Curitiba,-25.4284,-49.2733,300MB,129
Rhavi Barbosa,PR,Curitiba,-25.4284,-49.2733,500MB,159
Maria Eduarda da Cruz,PE,Recife,-8.0476,-34.877,500MB,159
Isaac Martins,SP,São Paulo,-23.5505,-46.6333,100MB,99
Mateus Souza,BA,Salvador,-12.9714,-38.5014,1GB,199
Brenda Mendonça,BA,Salvador,-12.9714,-38.5014,100MB,99
Melina Ferreira,BA,Salvador,-12.9714,-38.5014,500MB,159
Brenda da Conceição,PR,Curitiba,-25.4284,-49.2733,100MB,99
Maria Luiza da Rosa,CE,Fortaleza,-3.7319,-38.5267,300MB,129
Maria Isis Nascimento,PR,Curitiba,-25.4284,-49.2733,500MB,159
Camila Cardoso,BA,Salvador,-12.9714,-38.5014,500MB,159
Luiz Otávio Fogaça,SP,São Paulo,-23.5505,-46.6333,300MB,129
Dom Brito,PR,Curitiba,-25.4284,-49.2733,100MB,99
Stella Cunha,BA,Salvador,-12.9714,-38.5014,100MB,99
Dr. Thales Araújo,MG,Belo Horizonte,-19.9167,-43.9345,100MB,99
Srta. Mariane Freitas,SP,São Paulo,-23.5505,-46.6333,300MB,129
Maria Julia Melo,BA,Salvador,-12.9714,-38.5014,300MB,129
Luiz Felipe Dias,MG,Belo Horizonte,-19.9167,-43.9345,100MB,99
Yago Vasconcelos,SP,São Paulo,-23.5505,-46.6333,100MB,99
Mathias Macedo,RJ,Rio de Janeiro,-22.9068,-43.1729,300MB,129
Miguel Câmara,CE,Fortaleza,-3.7319,-38.5267,500MB,159
Bruna Farias,PE,Recife,-8.0476,-34.877,500MB,159
Valentina das Neves,CE,Fortaleza,-3.7319,-38.5267,100MB,99
Nicolas Jesus,RJ,Rio de Janeiro,-22.9068,-43.1729,1GB,199
Sara Vasconcelos,RJ,Rio de Janeiro,-22.9068,-43.1729,500MB,159
Isabella Cunha,RJ,Rio de Janeiro,-22.9068,-43.1729,100MB,99
Dante Jesus,BA,Salvador,-12.9714,-38.5014,300MB,129
Maria Sophia da Conceição,RJ,Rio de Janeiro,-22.9068,-43.1729,500MB,159
Luiz Felipe Rodrigues,RJ,Rio de Janeiro,-22.9068,-43.1729,500MB,159
Dr. João Miguel Lopes,PR,Curitiba,-25.4284,-49.2733,100MB,99
Sr. Benjamim Sousa,BA,Salvador,-12.9714,-38.5014,300MB,129
Pedro Henrique Brito,PE,Recife,-8.0476,-34.877,1GB,199
Sr. Lorenzo da Costa,PE,Recife,-8.0476,-34.877,100MB,99
Luiza Lima,BA,Salvador,-12.9714,-38.5014,500MB,159
Lara Santos,SP,São Paulo,-23.5505,-46.6333,100MB,99
Ana Carolina Macedo,PE,Recife,-8.0476,-34.877,1GB,199
Heloisa Novaes,RJ,Rio de Janeiro,-22.9068,-43.1729,100MB,99
Marcelo da Costa,PR,Curitiba,-25.4284,-49.2733,500MB,159
Luan Cavalcante,PE,Recife,-8.0476,-34.877,300MB,129
Nicolas das Neves,MG,Belo Horizonte,-19.9167,-43.9345,500MB,159
Thomas Novais,RJ,Rio de Janeiro,-22.9068,-43.1729,300MB,129
Arthur Cardoso,RJ,Rio de Janeiro,-22.9068,-43.1729,500MB,159
Luan Abreu,MG,Belo Horizonte,-19.9167,-43.9345,300MB,129
Benjamin Lopes,RJ,Rio de Janeiro,-22.9068,-43.1729,1GB,199
Luan da Cunha,MG,Belo Horizonte,-19.9167,-43.9345,1GB,199
Davi Luiz Costa,BA,Salvador,-12.9714,-38.5014,500MB,159
Gael Siqueira,CE,Fortaleza,-3.7319,-38.5267,1GB,199
Dr. Henry Gabriel Montenegro,BA,Salvador,-12.9714,-38.5014,300MB,129
Rhavi Campos,BA,Salvador,-12.9714,-38.5014,1GB,199
Theo Jesus,BA,Salvador,-12.9714,-38.5014,100MB,99
Davi Lucas Pimenta,MG,Belo Horizonte,-19.9167,-43.9345,300MB,129
Sara Oliveira,PE,Recife,-8.0476,-34.877,300MB,129
Maria Flor Moura,PR,Curitiba,-25.4284,-49.2733,300MB,129
Srta. Heloisa Marques,SP,São Paulo,-23.5505,-46.6333,500MB,159
Eloah Marques,CE,Fortaleza,-3.7319,-38.5267,1GB,199
Maria Eduarda Pacheco,PR,Curitiba,-25.4284,-49.2733,100MB,99
